Zone,Zone_Name,County,Latitude,Longitude
MI039,Osceola,Osceola,43.9899,-85.3252
MI040,Clare,Clare,43.9879,-84.8478
MI041,Gladwin,Gladwin,43.9906,-84.3882
MI042,Arenac,Arenac,44.0656,-83.8948
MI043,Oceana,Oceana,43.6407,-86.2673
MI044,Newaygo,Newaygo,43.5542,-85.8009
MI045,Mecosta,Mecosta,43.6409,-85.3245
MI046,Isabella,Isabella,43.6406,-84.8467
MI047,Midland,Midland,43.6468,-84.3879
MI048,Bay,Bay,43.7072,-83.9921
MI049,Huron,Huron,43.8333,-83.0193
MI050,Muskegon,Muskegon,43.2912,-86.1481
MI051,Montcalm,Montcalm,43.311,-85.1524
MI052,Gratiot,Gratiot,43.2927,-84.6048
MI053,Saginaw,Saginaw,43.335,-84.0532
MI054,Tuscola,Tuscola,43.4641,-83.4167
MI055,Sanilac,Sanilac,43.4235,-82.8201
MI056,Ottawa,Ottawa,42.9601,-85.9939
MI057,Kent,Kent,43.0322,-85.5492
MI058,Ionia,Ionia,42.9451,-85.0746
MI059,Clinton,Clinton,42.9436,-84.6015
MI060,Shiawassee,Shiawassee,42.9537,-84.1467
MI061,Genesee,Genesee,43.0217,-83.7067
MI062,Lapeer,Lapeer,43.0901,-83.2218
MI063,St. Clair,St. Clair,42.9425,-82.682
MI064,Allegan,Allegan,42.5913,-85.8884
MI065,Barry,Barry,42.595,-85.309
MI066,Eaton,Eaton,42.5961,-84.8384
MI067,Ingham,Ingham,42.5971,-84.3736
MI068,Livingston,Livingston,42.603,-83.9115
MI069,Oakland,Oakland,42.6604,-83.3855
MI070,Macomb,Macomb,42.6956,-82.9322
MI071,Van Buren,Van Buren,42.2513,-86.0189
MI072,Kalamazoo,Kalamazoo,42.2454,-85.5312
MI073,Calhoun,Calhoun,42.2466,-85.0055
MI074,Jackson,Jackson,42.2485,-84.4233
MI075,Washtenaw,Washtenaw,42.2534,-83.8385
MI076,Wayne,Wayne,42.284,-83.2865
MI077,Berrien,Berrien,41.9546,-86.4123
MI078,Cass,Cass,41.9153,-85.9936
MI079,St. Joseph,St. Joseph,41.9145,-85.5278
MI080,Branch,Branch,41.9161,-85.059
MI081,Hillsdale,Hillsdale,41.8878,-84.593
MI082,Lenawee,Lenawee,41.8951,-84.0664
MI083,Monroe,Monroe,41.9292,-83.5373
MI084,Southern Houghton,Houghton,46.607,-88.8192
MI085,Northern Schoolcraft,Schoolcraft,46.3325,-86.2069
MN001,West Polk,Polk,47.8466,-96.7048
MN002,Norman,Norman,47.3265,-96.4551
MN003,Clay,Clay,46.8924,-96.4906
MN004,Kittson,Kittson,48.7766,-96.7826
MN005,Roseau,Roseau,48.7751,-95.8107
MN006,Lake Of The Woods,Lake of the Woods,48.7719,-94.9051
MN007,West Marshall,Marshall,48.3592,-96.7657
MN008,East Marshall,Marshall,48.3571,-95.9961
MN009,North Beltrami,Beltrami,48.1627,-95.0124
MN010,Koochiching,Koochiching,48.2422,-93.7874
MN011,North St. Louis,St. Louis,48.139,-92.5294
MN012,Northern Cook/Northern Lake,Lake,47.8238,-91.1981
MN013,Pennington,Pennington,48.0662,-96.0367
MN014,Red Lake,Red Lake,47.8717,-96.0953
MN015,East Polk,Polk,47.6577,-95.918
MN016,North Clearwater,Clearwater,47.752,-95.3891
MN017,South Beltrami,Beltrami,47.6313,-94.8022
MN018,North Itasca,Itasca,47.6644,-93.7298
MN019,Central St. Louis,St. Louis,47.4461,-92.4352
MN020,Southern Lake/North Shore,St. Louis,47.282,-91.4479
MN021,Southern Cook/North Shore,Cook,47.8033,-90.4117
MN022,Mahnomen,Mahnomen,47.3252,-95.809
MN023,South Clearwater,Clearwater,47.3228,-95.3643
MN024,Hubbard,Hubbard,47.1087,-94.9166
MN025,North Cass,Cass,47.1039,-94.2344
MN026,South Itasca,Itasca,47.2596,-93.4742
MN027,West Becker,Becker,46.9358,-95.9229
MN028,East Becker,Becker,46.9334,-95.4143
MN029,Wilkin,Wilkin,46.357,-96.4684
MN030,West Otter Tail,Otter Tail,46.4061,-96.0175
MN031,East Otter Tail,Otter Tail,46.4109,-95.4624
MN032,Wadena,Wadena,46.5858,-94.9694
MN033,South Cass,Cass,46.5646,-94.5522
MN034,Crow Wing,Crow Wing,46.4824,-94.0709
MN035,Northern Aitkin,Aitkin,46.826,-93.4185
MN036,South Aitkin,Aitkin,46.4095,-93.4126
MN037,Carlton/South St. Louis,St. Louis,46.7516,-92.5801
MN038,Pine,Pine,46.1208,-92.7414
MN039,Traverse,Traverse,45.7721,-96.4716
MN040,Grant,Grant,45.934,-96.0121
MN041,Douglas,Douglas,45.9337,-95.4535
MN042,Todd,Todd,46.0706,-94.8976
MN043,Morrison,Morrison,46.0126,-94.2684
MN044,Mille Lacs,Mille Lacs,45.938,-93.6301
MN045,Kanabec,Kanabec,45.9453,-93.2935
MN046,Big Stone,Big Stone,45.4261,-96.411
MN047,Stevens,Stevens,45.5861,-96.0003
MN048,Pope,Pope,45.586,-95.4445
MN049,Stearns,Stearns,45.5522,-94.613
MN050,Benton,Benton,45.6991,-93.9989
MN051,Sherburne,Sherburne,45.4439,-93.7745
MN052,Isanti,Isanti,45.5615,-93.2952
MN053,Chisago,Chisago,45.5025,-92.9083
MN054,Lac Qui Parle,Lac qui Parle,44.9955,-96.1735
MN055,Swift,Swift,45.2827,-95.6814
MN056,Chippewa,Chippewa,45.0223,-95.5666
MN057,Kandiyohi,Kandiyohi,45.1524,-95.0048
MN058,Meeker,Meeker,45.1231,-94.5274
MN059,Wright,Wright,45.1739,-93.963
MN060,Hennepin,Hennepin,45.0045,-93.4768
MN061,Anoka,Anoka,45.2732,-93.2464
MN062,Ramsey,Ramsey,45.0171,-93.0994
MN063,Washington,Washington,45.0383,-92.8839
MN064,Yellow Medicine,Yellow Medicine,44.7162,-95.8683
MN065,Renville,Renville,44.7268,-94.9472
MN066,McLeod,McLeod,44.8235,-94.2724
MN067,Sibley,Sibley,44.5795,-94.2321
MN068,Carver,Carver,44.8208,-93.8025
MN069,Scott,Scott,44.6484,-93.5357
MN070,Dakota,Dakota,44.6718,-93.0656
MN071,Lincoln,Lincoln,44.4126,-96.2671
MN072,Lyon,Lyon,44.4135,-95.839
MN073,Redwood,Redwood,44.4037,-95.2539
MN074,Brown,Brown,44.2421,-94.7277
MN075,Nicollet,Nicollet,44.35,-94.2474
MN076,Le Sueur,Le Sueur,44.3714,-93.73
MN077,Rice,Rice,44.3541,-93.2966
MN078,Goodhue,Goodhue,44.4099,-92.7225
MN079,Wabasha,Wabasha,44.2842,-92.2303
MN080,Murray,Murray,44.0221,-95.7632
MN081,Cottonwood,Cottonwood,44.0071,-95.1812
MN082,Watonwan,Watonwan,43.9783,-94.6141
MN083,Blue Earth,Blue Earth,44.0346,-94.0671
MN084,Waseca,Waseca,44.0221,-93.5873
MN085,Steele,Steele,44.0223,-93.226
MN086,Dodge,Dodge,44.0225,-92.862
MN087,Olmsted,Olmsted,44.0036,-92.4018
MN088,Winona,Winona,43.9869,-91.7791
MN089,Nobles,Nobles,43.6742,-95.7534
MN090,Jackson,Jackson,43.6741,-95.1541
MN091,Martin,Martin,43.6742,-94.5511
MN092,Faribault,Faribault,43.6739,-93.9479
MN093,Freeborn,Freeborn,43.6738,-93.3489
MN094,Mower,Mower,43.6714,-92.7525
MN095,Fillmore,Fillmore,43.674,-92.0901
MN096,Houston,Houston,43.6714,-91.4928
MN097,Pipestone,Pipestone,44.023,-96.2586
MN098,Rock,Rock,43.6747,-96.2532
MO001,Atchison,Atchison,40.4307,-95.427
MO002,Nodaway,Nodaway,40.3607,-94.8834
MO003,Worth,Worth,40.4791,-94.4222
MO004,Gentry,Gentry,40.2121,-94.4099
MO005,Harrison,Harrison,40.3547,-93.9921
MO006,Mercer,Mercer,40.4223,-93.5685
MO007,Putnam,Putnam,40.4789,-93.0161
MO008,Schuyler,Schuyler,40.4702,-92.5209
MO009,Scotland,Scotland,40.4526,-92.1471
MO010,Clark,Clark,40.4103,-91.7384
MO011,Holt,Holt,40.0946,-95.215
MO012,Andrew,Andrew,39.9834,-94.802
MO013,De Kalb,DeKalb,39.8932,-94.4047
MO014,Daviess,Daviess,39.9607,-93.9855
MO015,Grundy,Grundy,40.114,-93.5653
MO016,Sullivan,Sullivan,40.2107,-93.1115
MO017,Adair,Adair,40.1906,-92.6007
MO018,Knox,Knox,40.1282,-92.1481
MO019,Lewis,Lewis,40.0969,-91.7222
MO020,Buchanan,Buchanan,39.6598,-94.8062
MO021,Clinton,Clinton,39.6018,-94.4046
MO022,Caldwell,Caldwell,39.6557,-93.9828
MO023,Livingston,Livingston,39.7821,-93.5483
MO024,Linn,Linn,39.8702,-93.1072
MO025,Macon,Macon,39.8308,-92.5646
MO026,Shelby,Shelby,39.7978,-92.0766
MO027,Marion,Marion,39.806,-91.6224
MO028,Platte,Platte,39.3804,-94.7736
MO029,Clay,Clay,39.3105,-94.4208
MO030,Ray,Ray,39.3524,-93.9899
MO031,Carroll,Carroll,39.4268,-93.5051
MO032,Chariton,Chariton,39.5145,-92.9626
MO033,Randolph,Randolph,39.4402,-92.4971
MO034,Monroe,Monroe,39.4955,-92.0007
MO035,Ralls,Ralls,39.5276,-91.522
MO036,Pike,Pike,39.3438,-91.1714
MO037,Jackson,Jackson,39.0085,-94.3461
MO038,Lafayette,Lafayette,39.0656,-93.7855
MO039,Saline,Saline,39.1366,-93.2022
MO040,Howard,Howard,39.1427,-92.6958
MO041,Boone,Boone,38.9907,-92.3096
MO042,Audrain,Audrain,39.2158,-91.8416
MO043,Cass,Cass,38.647,-94.3548
MO044,Johnson,Johnson,38.7441,-93.8063
MO045,Pettis,Pettis,38.7283,-93.2851
MO046,Cooper,Cooper,38.8439,-92.8103
MO047,Moniteau,Moniteau,38.6327,-92.5831
MO048,Cole,Cole,38.5055,-92.2816
MO049,Osage,Osage,38.4604,-91.8618
MO050,Callaway,Callaway,38.8355,-91.926
MO051,Montgomery,Montgomery,38.9415,-91.4702
MO052,Lincoln,Lincoln,39.0581,-90.9602
MO053,Bates,Bates,38.2573,-94.34
MO054,Henry,Henry,38.3852,-93.7927
MO055,Benton,Benton,38.2948,-93.2879
MO056,Morgan,Morgan,38.4239,-92.8861
MO057,Miller,Miller,38.2145,-92.4284
MO058,Maries,Maries,38.1616,-91.9249
MO059,Gasconade,Gasconade,38.4409,-91.5079
MO060,Warren,Warren,38.7646,-91.1607
MO061,St. Charles,St. Charles,38.7819,-90.6752
MO062,Franklin,Franklin,38.4112,-91.075
MO063,St. Louis,St. Louis,38.6407,-90.443
MO064,St. Louis City,St. Louis City,38.6358,-90.245
MO065,Jefferson,Jefferson,38.261,-90.5378
MO066,Vernon,Vernon,37.8506,-94.3424
MO067,St. Clair,St. Clair,38.0371,-93.776
MO068,Hickory,Hickory,37.9408,-93.3207
MO069,Camden,Camden,38.0271,-92.766
MO070,Pulaski,Pulaski,37.8246,-92.2076
MO071,Phelps,Phelps,37.8771,-91.7924
MO072,Crawford,Crawford,37.9764,-91.304
MO073,Washington,Washington,37.9617,-90.8774
MO074,St. Francois,St. Francois,37.8104,-90.4729
MO075,Ste. Genevieve,Ste. Genevieve,37.894,-90.1952
MO076,Perry,Perry,37.7071,-89.8244
MO077,Barton,Barton,37.5023,-94.3471
MO078,Cedar,Cedar,37.7238,-93.8566
MO079,Polk,Polk,37.6165,-93.4005
MO080,Dallas,Dallas,37.6804,-93.0236
MO081,Laclede,Laclede,37.6583,-92.5903
MO082,Texas,Texas,37.3173,-91.9651
MO083,Dent,Dent,37.6066,-91.5079
MO084,Iron,Iron,37.5552,-90.7735
MO085,Madison,Madison,37.4781,-90.345
MO086,Bollinger,Bollinger,37.3222,-90.0259
MO087,Cape Girardeau,Cape Girardeau,37.3839,-89.6845
MO088,Jasper,Jasper,37.2035,-94.3406
MO089,Dade,Dade,37.432,-93.8503
MO090,Greene,Greene,37.2581,-93.342
MO091,Webster,Webster,37.2809,-92.8759
MO092,Wright,Wright,37.2701,-92.4687
MO093,Newton,Newton,36.9055,-94.3392
MO094,Lawrence,Lawrence,37.1064,-93.8329
MO095,Christian,Christian,36.9696,-93.1889
MO096,Douglas,Douglas,36.9326,-92.4988
MO097,Howell,Howell,36.774,-91.8865
MO098,Shannon,Shannon,37.1574,-91.4005
MO099,Reynolds,Reynolds,37.3623,-90.9691
MO100,Wayne,Wayne,37.1126,-90.4614
MO101,McDonald,McDonald,36.6287,-94.3484
MO102,Barry,Barry,36.7099,-93.8291
MO103,Stone,Stone,36.7469,-93.4559
MO104,Taney,Taney,36.6547,-93.041
MO105,Ozark,Ozark,36.6493,-92.4446
MO106,Oregon,Oregon,36.6867,-91.4033
MO107,Carter,Carter,36.9413,-90.9623
MO108,Ripley,Ripley,36.6528,-90.8639
MO109,Butler,Butler,36.7164,-90.4065
MO110,Stoddard,Stoddard,36.8555,-89.9444
MO111,Scott,Scott,37.053,-89.5686
MO112,Mississippi,Mississippi,36.8281,-89.2911
MO113,Dunklin,Dunklin,36.2719,-90.0909
MO114,New Madrid,New Madrid,36.5942,-89.6516
MO115,Pemiscot,Pemiscot,36.2111,-89.7858
MS001,De Soto,DeSoto,34.8754,-89.9918
MS002,Marshall,Marshall,34.7623,-89.5031
MS003,Benton,Benton,34.8173,-89.1885
MS004,Tippah,Tippah,34.7684,-88.9089
MS005,Alcorn,Alcorn,34.8808,-88.5803
MS006,Tishomingo,Tishomingo,34.7404,-88.2393
MS007,Tunica,Tunica,34.652,-90.3755
MS008,Tate,Tate,34.6503,-89.9448
MS009,Prentiss,Prentiss,34.6183,-88.5201
MS010,Coahoma,Coahoma,34.2292,-90.6027
MS011,Quitman,Quitman,34.2514,-90.2891
MS012,Panola,Panola,34.3639,-89.9505
MS013,Lafayette,Lafayette,34.3568,-89.4849
MS014,Union,Union,34.4905,-89.0038
MS015,Pontotoc,Pontotoc,34.2254,-89.0374
MS016,Lee,Lee,34.2899,-88.6804
MS017,Itawamba,Itawamba,34.28,-88.3613
MS018,Bolivar,Bolivar,33.7955,-90.8804
MS019,Sunflower,Sunflower,33.6023,-90.5887
MS020,Tallahatchie,Tallahatchie,33.9505,-90.1732
MS021,Yalobusha,Yalobusha,34.0282,-89.7076
MS022,Calhoun,Calhoun,33.9364,-89.3364
MS023,Chickasaw,Chickasaw,33.9208,-88.9479
MS024,Monroe,Monroe,33.8923,-88.4804
MS025,Leflore,Leflore,33.5505,-90.301
MS026,Grenada,Grenada,33.77,-89.802
MS027,Carroll,Carroll,33.4485,-89.9202
MS028,Montgomery,Montgomery,33.4941,-89.6164
MS029,Webster,Webster,33.6131,-89.2848
MS030,Clay,Clay,33.6557,-88.7815
MS031,Lowndes,Lowndes,33.4729,-88.4433
MS032,Choctaw,Choctaw,33.3473,-89.2484
MS033,Oktibbeha,Oktibbeha,33.425,-88.8793
MS034,Washington,Washington,33.2836,-90.9474
MS035,Humphreys,Humphreys,33.1287,-90.5265
MS036,Holmes,Holmes,33.1235,-90.0921
MS037,Attala,Attala,33.0863,-89.5817
MS038,Winston,Winston,33.0885,-89.0344
MS039,Noxubee,Noxubee,33.1101,-88.5698
MS040,Issaquena,Issaquena,32.7414,-90.9892
MS041,Sharkey,Sharkey,32.8797,-90.8132
MS042,Yazoo,Yazoo,32.7804,-90.3965
MS043,Madison,Madison,32.6347,-90.0338
MS044,Leake,Leake,32.7535,-89.5241
MS045,Neshoba,Neshoba,32.7535,-89.1176
MS046,Kemper,Kemper,32.7546,-88.6412
MS047,Warren,Warren,32.3574,-90.8521
MS048,Hinds,Hinds,32.2667,-90.4427
MS049,Rankin,Rankin,32.2641,-89.9457
MS050,Scott,Scott,32.4064,-89.5376
MS051,Newton,Newton,32.4002,-89.1188
MS052,Lauderdale,Lauderdale,32.4043,-88.6626
MS053,Claiborne,Claiborne,31.9737,-90.9118
MS054,Copiah,Copiah,31.8692,-90.4488
MS055,Simpson,Simpson,31.9132,-89.9195
MS056,Smith,Smith,32.0177,-89.5067
MS057,Jasper,Jasper,32.0191,-89.1188
MS058,Clarke,Clarke,32.0414,-88.6894
MS059,Jefferson,Jefferson,31.7342,-91.0371
MS060,Adams,Adams,31.4832,-91.3531
MS061,Franklin,Franklin,31.4772,-90.8978
MS062,Lincoln,Lincoln,31.5324,-90.454
MS063,Lawrence,Lawrence,31.5502,-90.107
MS064,Jefferson Davis,Jefferson Davis,31.5696,-89.823
MS065,Covington,Covington,31.6332,-89.5526
MS066,Jones,Jones,31.6226,-89.1688
MS067,Wayne,Wayne,31.6408,-88.6958
MS068,Wilkinson,Wilkinson,31.161,-91.3109
MS069,Amite,Amite,31.1744,-90.8045
MS070,Pike,Pike,31.1749,-90.4042
MS071,Walthall,Walthall,31.1485,-90.1061
MS072,Marion,Marion,31.2308,-89.8224
MS073,Lamar,Lamar,31.2059,-89.5087
MS074,Forrest,Forrest,31.1889,-89.2579
MS075,Perry,Perry,31.1721,-88.9923
MS076,Greene,Greene,31.2142,-88.6392
MS077,Pearl River,Pearl River,30.7686,-89.5898
MS078,Stone,Stone,30.79,-89.1177
MS079,George,George,30.8626,-88.644
MS080,Hancock,Hancock,30.4164,-89.4887
MS081,Harrison,Harrison,30.5148,-89.1182
MS082,Jackson,Jackson,30.5461,-88.6361
MT001,Kootenai/Cabinet Region,Sanders,48.3391,-115.2165
MT002,West Glacier/Bob Marshall Region,Lake,48.2755,-113.8037
MT003,Flathead/Mission Valleys,Sanders,47.7732,-114.298
MT004,Lower Clark Fork Region,Sanders,47.3078,-115.0063
MT005,Missoula/Bitterroot Valleys,Ravalli,46.4888,-114.1079
MT006,Bitterroot/Sapphire Mountains,Ravalli,46.1931,-113.9667
MT007,Butte/Pintlar Region,Silver Bow,46.3886,-112.9185
MT008,Beaverhead,Beaverhead,45.1328,-112.8988
MT009,Northern Rocky Mountain Front,Pondera,48.5649,-113.207
MT010,Eastern Glacier,Glacier,48.7446,-112.6174
MT011,Hill,Hill,48.6282,-110.1113
MT012,Cascade,Cascade,47.308,-111.3472
MT013,Chouteau,Chouteau,47.8806,-110.4352
MT014,Central and Southern Lewis and Clark,Lewis and Clark,46.9504,-112.2607
MT015,Madison,Madison,45.3008,-111.9203
MT016,Central and Southeast Phillips,Phillips,48.1191,-107.8379
MT017,Central and Southern Valley,Valley,48.1821,-106.6828
MT018,Daniels,Daniels,48.7838,-105.5485
MT019,Sheridan,Sheridan,48.7212,-104.5046
MT020,Western Roosevelt,Roosevelt,48.3139,-105.4045
MT021,Petroleum,Petroleum,47.1175,-108.2501
MT022,Garfield,Garfield,47.2777,-106.9928
MT023,McCone,McCone,47.6452,-105.7953
MT024,Richland,Richland,47.7879,-104.5614
MT025,Dawson,Dawson,47.2664,-104.8994
MT026,Prairie,Prairie,46.8605,-105.3779
MT027,Wibaux,Wibaux,46.9653,-104.249
MT028,Southern Wheatland,Wheatland,46.3825,-109.8323
MT029,Musselshell,Musselshell,46.4966,-108.3977
MT030,Treasure,Treasure,46.2115,-107.2717
MT031,Northern Rosebud,Rosebud,46.3849,-106.7762
MT032,Custer,Custer,46.2527,-105.5718
MT033,Fallon,Fallon,46.334,-104.4174
MT034,Northern Stillwater,Stillwater,45.8098,-109.2176
MT035,Yellowstone,Yellowstone,45.9372,-108.2744
MT036,Powder River,Powder River,45.395,-105.6301
MT037,Carter,Carter,45.5168,-104.5362
MT038,Southern Big Horn,Big Horn,45.2542,-107.5062
MT039,Eastern Carbon,Carbon,45.2463,-108.7777
MT040,Northern Park,Park,45.9621,-110.6013
MT041,Northern Sweet Grass,Sweet Grass,45.9585,-109.8608
MT042,Golden Valley,Golden Valley,46.3251,-109.1643
MT043,Blackfoot Region,Powell,47.2005,-113.584
MT044,Toole,Toole,48.6552,-111.6957
MT045,Liberty,Liberty,48.5617,-111.0246
MT046,Eastern Pondera,Pondera,48.2323,-111.983
MT047,Blaine,Blaine,48.4327,-108.9586
MT048,Southern Rocky Mountain Front,Teton,47.7128,-112.5644
MT049,Eastern Teton,Teton,47.8111,-111.7767
MT050,Judith Basin,Judith Basin,47.0455,-110.2661
MT051,Fergus,Fergus,47.2636,-109.2243
MT052,Jefferson,Jefferson,46.1485,-112.0937
MT053,Broadwater,Broadwater,46.3319,-111.4954
MT054,Meagher,Meagher,46.5982,-110.8856
MT055,Gallatin,Gallatin,45.5683,-111.1738
MT056,Red Lodge Foothills,Carbon,45.2833,-109.2924
MT057,Northern Big Horn,Big Horn,45.7318,-107.4595
MT058,Southern Rosebud,Rosebud,45.4286,-106.4963
MT059,Northern Phillips,Phillips,48.7814,-107.7403
MT060,Southwest Phillips,Phillips,47.8159,-108.487
MT061,Northern Valley,Valley,48.7789,-106.6331
MT062,Eastern Roosevelt,Roosevelt,48.2705,-104.5328
MT063,Judith Gap,Wheatland,46.6384,-109.6782
MT064,Paradise Valley,Park,45.3939,-110.7098
MT065,Livingston Area,Park,45.6959,-110.5011
MT066,Beartooth Foothills,Sweet Grass,45.5734,-109.8035
MT067,Absaroka/Beartooth Mountains,Sweet Grass,45.2637,-110.1893
MT068,Crazy Mountains,Wheatland,46.0653,-110.3156
NC001,Ashe,Ashe,36.4346,-81.501
NC002,Alleghany,Alleghany,36.4915,-81.1286
NC003,Surry,Surry,36.4148,-80.6882
NC004,Stokes,Stokes,36.4018,-80.2395
NC005,Rockingham,Rockingham,36.3961,-79.7751
NC006,Caswell,Caswell,36.3934,-79.3337
NC007,Person,Person,36.3901,-78.9717
NC008,Granville,Granville,36.304,-78.653
NC009,Vance,Vance,36.3648,-78.4083
NC010,Warren,Warren,36.3966,-78.1069
NC011,Halifax,Halifax,36.2575,-77.6519
NC012,Northampton,Northampton,36.4177,-77.3967
NC013,Hertford,Hertford,36.359,-76.9838
NC014,Gates,Gates,36.4444,-76.7017
NC015,Pasquotank,Pasquotank,36.2974,-76.2867
NC016,Camden,Camden,36.3902,-76.2101
NC017,Western Currituck,Currituck,36.4012,-76.034
NC018,Watauga,Watauga,36.2313,-81.6969
NC019,Wilkes,Wilkes,36.2065,-81.1638
NC020,Yadkin,Yadkin,36.1605,-80.6653
NC021,Forsyth,Forsyth,36.1304,-80.2563
NC022,Guilford,Guilford,36.0794,-79.789
NC023,Alamance,Alamance,36.044,-79.3995
NC024,Orange,Orange,36.0614,-79.1205
NC025,Durham,Durham,36.0359,-78.8764
NC026,Franklin,Franklin,36.0827,-78.2857
NC027,Nash,Nash,35.9672,-77.9865
NC028,Edgecombe,Edgecombe,35.9129,-77.5971
NC029,Martin,Martin,35.8416,-77.1071
NC030,Bertie,Bertie,36.0662,-76.9791
NC031,Chowan,Chowan,36.1507,-76.608
NC032,Perquimans,Perquimans,36.2069,-76.4419
NC033,Avery,Avery,36.0766,-81.9224
NC035,Alexander,Alexander,35.9211,-81.1772
NC036,Iredell,Iredell,35.8072,-80.8736
NC037,Davie,Davie,35.9292,-80.5446
NC038,Davidson,Davidson,35.7932,-80.2127
NC039,Randolph,Randolph,35.7103,-79.806
NC040,Chatham,Chatham,35.7028,-79.2553
NC041,Wake,Wake,35.7901,-78.6504
NC042,Johnston,Johnston,35.5176,-78.3657
NC043,Wilson,Wilson,35.7048,-77.9185
NC044,Pitt,Pitt,35.5935,-77.3748
NC045,Washington,Washington,35.8221,-76.5766
NC046,Tyrrell,Tyrrell,35.8161,-76.2118
NC047,Mainland Dare,Mainland Dare,35.7753,-75.8577
NC048,Madison,Madison,35.8581,-82.7057
NC049,Yancey,Yancey,35.8989,-82.3076
NC050,Mitchell,Mitchell,36.0133,-82.1634
NC051,Swain,Swain,35.4867,-83.4927
NC052,Haywood,Haywood,35.5561,-82.9822
NC053,Buncombe,Buncombe,35.6112,-82.5302
NC056,Catawba,Catawba,35.6626,-81.2144
NC057,Rowan,Rowan,35.6396,-80.5247
NC058,Graham,Graham,35.3502,-83.8335
NC059,Northern Jackson,Jackson,35.3638,-83.1778
NC060,Cherokee,Cherokee,35.1339,-84.0635
NC061,Clay,Clay,35.0572,-83.7502
NC062,Macon,Macon,35.1504,-83.4221
NC063,Southern Jackson,Jackson,35.1614,-83.0799
NC064,Transylvania,Transylvania,35.2022,-82.7983
NC065,Henderson,Henderson,35.3362,-82.4799
NC068,Cleveland,Cleveland,35.334,-81.5554
NC069,Lincoln,Lincoln,35.4862,-81.2239
NC070,Gaston,Gaston,35.2945,-81.1801
NC071,Mecklenburg,Mecklenburg,35.2468,-80.8328
NC072,Cabarrus,Cabarrus,35.3868,-80.5519
NC073,Stanly,Stanly,35.312,-80.2507
NC074,Montgomery,Montgomery,35.3324,-79.9054
NC075,Moore,Moore,35.3107,-79.4813
NC076,Lee,Lee,35.475,-79.1716
NC077,Harnett,Harnett,35.3687,-78.8693
NC078,Wayne,Wayne,35.3638,-78.004
NC079,Greene,Greene,35.4852,-77.6756
NC080,Beaufort,Beaufort,35.4947,-76.8631
NC081,Mainland Hyde,Mainland Hyde,35.5375,-76.2532
NC082,Union,Union,34.9884,-80.5307
NC083,Anson,Anson,34.9738,-80.1027
NC084,Richmond,Richmond,35.0059,-79.748
NC085,Scotland,Scotland,34.8411,-79.4805
NC086,Hoke,Hoke,35.0174,-79.2371
NC087,Robeson,Robeson,34.6401,-79.1035
NC088,Cumberland,Cumberland,35.0485,-78.8273
NC089,Sampson,Sampson,34.9915,-78.3712
NC090,Duplin,Duplin,34.9365,-77.9333
NC091,Lenoir,Lenoir,35.2393,-77.6416
NC092,Jones,Jones,35.0222,-77.3555
NC093,Craven,Craven,35.1262,-77.0969
NC094,Pamlico,Pamlico,35.1407,-76.7487
NC095,Carteret,Carteret,34.8327,-76.6707
NC096,Bladen,Bladen,34.6143,-78.5632
NC098,Onslow,Onslow,34.7374,-77.4342
NC099,Columbus,Columbus,34.2655,-78.655
NC102,Eastern Currituck,Currituck,36.4001,-75.844
NC103,Outer Banks Dare,Mainland Dare,35.7594,-75.6211
NC104,Outer Banks Hyde,Mainland Hyde,35.1288,-75.9134
NC105,Inland Pender,Pender,34.5328,-77.9208
NC106,Coastal Pender,Pender,34.3814,-77.6465
NC107,Inland New Hanover,New Hanover,34.2817,-77.8983
NC108,Coastal New Hanover,New Hanover,34.1372,-77.8612
NC109,Inland Brunswick,Brunswick,34.1066,-78.2492
NC110,Coastal Brunswick,Brunswick,33.9529,-77.9712
NC501,Caldwell Mountains,Caldwell,36.0301,-81.6408
NC502,Greater Caldwell,Caldwell,35.9012,-81.4832
NC503,Burke Mountains,Burke,35.8886,-81.862
NC504,Greater Burke,Burke,35.7148,-81.6652
NC505,McDowell Mountains,McDowell,35.7082,-82.1054
NC506,Eastern McDowell,McDowell,35.6327,-81.9458
NC507,Rutherford Mountains,Rutherford,35.465,-82.193
NC508,Greater Rutherford,Rutherford,35.3952,-81.8892
NC509,Polk Mountains,Polk,35.2856,-82.293
NC510,Eastern Polk,Polk,35.2776,-82.1356
ND001,Divide,Divide,48.8149,-103.4873
ND002,Burke,Burke,48.7909,-102.5183
ND003,Renville,Renville,48.7192,-101.6581
ND004,Bottineau,Bottineau,48.7921,-100.8335
ND005,Rolette,Rolette,48.7724,-99.8411
ND006,Towner,Towner,48.6856,-99.2459
ND007,Cavalier,Cavalier,48.7722,-98.465
ND008,Pembina,Pembina,48.7672,-97.5517
ND009,Williams,Williams,48.3437,-103.4802
ND010,Mountrail,Mountrail,48.2013,-102.3556
ND011,Ward,Ward,48.2218,-101.5418
ND012,McHenry,McHenry,48.2346,-100.6363
ND013,Pierce,Pierce,48.2496,-99.9718
ND014,Benson,Benson,48.0694,-99.3659
ND015,Ramsey,Ramsey,48.269,-98.7201
ND016,Eastern Walsh County,Walsh,48.3683,-97.4998
ND017,McKenzie,McKenzie,47.7402,-103.3953
ND018,Dunn,Dunn,47.3568,-102.6182
ND019,Mercer,Mercer,47.3092,-101.8315
