Zone,Zone_Name,County,Latitude,Longitude
CO085,Colorado Springs Vicinity/Southern El Paso County/Rampart Range Below 7400 Ft,El Paso,38.7125,-104.5034
CO086,Pueblo Vicinity/Pueblo County Below 6300 Feet,Pueblo,38.1821,-104.4872
CO087,Walsenburg Vicinity/Upper Huerfano River Basin Below 7500 Ft,Huerfano,37.6899,-104.8578
CO088,Trinidad Vicinity/Western Las Animas County Below 7500 Ft,Las Animas,37.3538,-104.3935
CO089,Crowley County,Crowley,38.3266,-103.7849
CO090,Yuma County,Yuma,40.0029,-102.4243
CO091,Kit Carson County,Kit Carson,39.3054,-102.6029
CO092,Cheyenne County,Cheyenne,38.8279,-102.6034
CO093,La Junta Vicinity/Otero County,Otero,37.9027,-103.7164
CO094,Eastern Las Animas County,Las Animas,37.3221,-103.5645
CO095,Western Kiowa County,Kiowa,38.424,-103.0919
CO096,Eastern Kiowa County,Kiowa,38.4414,-102.3891
CO097,Las Animas Vicinity/Bent County,Bent,37.9551,-103.0717
CO098,Lamar Vicinity/Prowers County,Prowers,37.9552,-102.3933
CO099,Springfield Vicinity/Baca County,Baca,37.3192,-102.5605
CT001,Northern Litchfield,Litchfield,41.8851,-73.2502
CT002,Hartford,Hartford,41.8064,-72.7328
CT003,Tolland,Tolland,41.855,-72.3365
CT004,Windham,Windham,41.83,-71.9875
CT005,Northern Fairfield,Fairfield,41.353,-73.3629
CT006,Northern New Haven,New Haven,41.4648,-72.9956
CT007,Northern Middlesex,Middlesex,41.4977,-72.5551
CT008,Northern New London,New London,41.5317,-72.0992
CT009,Southern Fairfield,Fairfield,41.1301,-73.435
CT010,Southern New Haven,New Haven,41.3108,-72.8154
CT011,Southern Middlesex,Middlesex,41.3211,-72.4498
CT012,Southern New London,New London,41.3615,-72.1034
CT013,Southern Litchfield,Litchfield,41.6344,-73.2368
DC001,District of Columbia,District of Columbia,38.9093,-77.0146
DE001,New Castle,New Castle,39.581,-75.6489
DE002,Kent,Kent,39.0867,-75.5688
DE003,Inland Sussex,Sussex,38.6653,-75.4181
DE004,Delaware Beaches,Sussex,38.6114,-75.0919
FL001,Inland Escambia,Escambia,30.8725,-87.4324
FL002,Coastal Escambia,Escambia,30.51,-87.3166
FL003,Inland Santa Rosa,Santa Rosa,30.8503,-87.036
FL004,Santa Rosa,Santa Rosa,30.5786,-86.9928
FL005,Inland Okaloosa,Okaloosa,30.8517,-86.5894
FL006,Coastal Okaloosa,Okaloosa,30.563,-86.6034
FL007,North Walton,Walton,30.8499,-86.2133
FL008,Central Walton,Walton,30.5928,-86.1117
FL009,Holmes,Holmes,30.8679,-85.8143
FL010,Washington,Washington,30.6107,-85.6653
FL011,Jackson,Jackson,30.78,-84.9213
FL012,Inland Bay,Bay,30.366,-85.5408
FL013,Calhoun,Calhoun,30.4061,-85.1972
FL014,Inland Gulf,Gulf,29.9507,-85.1548
FL015,Inland Franklin,Franklin,29.9462,-84.8653
FL016,Gadsden,Gadsden,30.5795,-84.6137
FL017,Leon,Leon,30.4581,-84.2779
FL018,Inland Jefferson,Jefferson,30.4578,-83.8865
FL019,Madison,Madison,30.4442,-83.47
FL020,Hamilton,Hamilton,30.4964,-82.9478
FL021,Suwannee,Suwannee,30.1956,-82.9915
FL022,Columbia,Columbia,30.2243,-82.6215
FL023,Baker,Baker,30.331,-82.2846
FL024,Nassau,Nassau,30.6095,-81.8085
FL025,Duval,Duval,30.3302,-81.674
FL026,Liberty,Liberty,30.2414,-84.8829
FL027,Inland Wakulla,Wakulla,30.2017,-84.4474
FL028,Inland Taylor,Taylor,30.0954,-83.5767
FL029,Lafayette,Lafayette,29.9855,-83.1811
FL030,Union,Union,30.0439,-82.3714
FL031,Bradford,Bradford,29.9502,-82.1689
FL032,Clay,Clay,29.9831,-81.8579
FL033,St. Johns,St. Johns,29.9013,-81.4439
FL034,Inland Dixie,Dixie,29.6711,-83.1235
FL035,Gilchrist,Gilchrist,29.7259,-82.8005
FL036,Alachua,Alachua,29.6749,-82.3576
FL037,Putnam,Putnam,29.6086,-81.7442
FL038,Flagler,Flagler,29.4605,-81.3145
FL040,Marion,Marion,29.2103,-82.0568
FL041,Inland Volusia County,Volusia,29.0924,-81.3638
FL043,Sumter,Sumter,28.7046,-82.081
FL044,Northern Lake County,Lake,28.9313,-81.6301
FL045,Orange,Orange,28.5148,-81.3238
FL046,Seminole,Seminole,28.717,-81.2362
FL047,Southern Brevard County,Brevard,28.0475,-80.7165
FL050,Pinellas,Pinellas,27.9283,-82.7219
FL052,Polk,Polk,27.9489,-81.6978
FL053,Osceola,Osceola,28.0627,-81.1495
FL054,Indian River,Indian River,27.6929,-80.6158
FL056,Hardee,Hardee,27.4927,-81.8099
FL057,Highlands,Highlands,27.3434,-81.3409
FL058,Okeechobee,Okeechobee,27.4283,-80.9015
FL059,St. Lucie,St. Lucie,27.3764,-80.4836
FL061,De Soto,DeSoto,27.1863,-81.8093
FL062,Coastal Charlotte,Charlotte,26.9689,-82.1081
FL063,Glades,Glades,26.9605,-81.2397
FL064,Martin,Martin,27.0844,-80.3893
FL066,Hendry,Hendry,26.5473,-81.1718
FL067,Inland Palm Beach County,Palm Beach,26.6172,-80.5109
FL068,Metro Palm Beach County,Palm Beach,26.6222,-80.1464
FL069,Coastal Collier County,Collier,26.015,-81.6017
FL070,Inland Collier County,Collier,26.138,-81.293
FL071,Inland Broward County,Broward,26.1632,-80.6145
FL072,Metro Broward County,Broward,26.1257,-80.2706
FL073,Inland Miami-Dade County,Miami-Dade,25.6928,-80.6396
FL074,Metropolitan Miami Dade,Miami-Dade,25.8194,-80.3008
FL075,Mainland Monroe,Mainland Monroe,25.5205,-81.0326
FL076,Monroe Upper Keys,Upper Keys in Monroe,25.1472,-80.4195
FL077,Monroe Middle Keys,Middle Keys in Monroe,24.747124,-80.987555
FL078,Monroe Lower Keys,Lower Keys in Monroe,24.6514,-81.5527
FL108,South Walton,Walton,30.4183,-86.171
FL112,Coastal Bay,Bay,30.2213,-85.6654
FL114,Coastal Gulf,Gulf,29.8173,-85.2726
FL115,Coastal Franklin,Franklin,29.8382,-84.7899
FL118,Coastal Jefferson,Jefferson,30.1477,-84.0221
FL127,Coastal Wakulla,Wakulla,30.0968,-84.3009
FL128,Coastal Taylor,Taylor,29.9259,-83.6703
FL134,Coastal Dixie,Dixie,29.4924,-83.2251
FL139,Coastal Levy,Levy,29.3216,-82.7385
FL141,Coastal Volusia County,Volusia,29.0347,-81.0523
FL142,Coastal Citrus,Citrus,28.8507,-82.4673
FL144,Southern Lake County,Lake,28.5634,-81.8061
FL147,Northern Brevard County,Brevard,28.5586,-80.7806
FL148,Coastal Hernando,Hernando,28.5528,-82.4209
FL149,Inland Pasco,Pasco,28.3093,-82.3912
FL155,Coastal Manatee,Manatee,27.4713,-82.2978
FL160,Coastal Sarasota,Sarasota,27.1806,-82.3219
FL162,Charlotte,Charlotte,26.9068,-81.8934
FL165,Coastal Lee,Lee,26.6135,-81.8902
FL168,Coastal Palm Beach County,Palm Beach,26.7053,-80.0806
FL172,Coastal Broward County,Broward,26.1498,-80.1266
FL173,Coastal Miami Dade County,Miami-Dade,25.5815,-80.3117
FL174,Far South Miami-Dade County,Miami-Dade,25.299,-80.6497
FL239,Inland Levy,Levy,29.3216,-82.7385
FL242,inland Citrus,Citrus,28.8507,-82.4673
FL248,Inland Hernando,Hernando,28.5528,-82.4209
FL249,Coastal Pasco,Pasco,28.3093,-82.3912
FL255,Inland Manatee,Manatee,27.4713,-82.2978
FL260,Inland Sarasota,Sarasota,27.1806,-82.3219
FL262,Charlotte,Charlotte,26.9068,-81.8934
FL265,Inland Lee,Lee,26.5785,-81.8208
GA001,Dade,Dade,34.8546,-85.5045
GA002,Walker,Walker,34.7356,-85.3009
GA003,Catoosa,Catoosa,34.9036,-85.1381
GA004,Whitfield,Whitfield,34.8056,-84.9673
GA005,Murray,Murray,34.7885,-84.7481
GA006,Fannin,Fannin,34.8641,-84.3197
GA007,Gilmer,Gilmer,34.6915,-84.4554
GA008,Union,Union,34.8342,-83.9907
GA009,Towns,Towns,34.9167,-83.7373
GA010,Rabun,Rabun,34.8818,-83.4021
GA011,Chattooga,Chattooga,34.475,-85.3454
GA012,Gordon,Gordon,34.5034,-84.8757
GA013,Pickens,Pickens,34.4643,-84.4656
GA014,Dawson,Dawson,34.4438,-84.1704
GA015,Lumpkin,Lumpkin,34.5721,-84.0031
GA016,White,White,34.6464,-83.7472
GA017,Habersham,Habersham,34.631,-83.5312
GA018,Stephens,Stephens,34.554,-83.2935
GA019,Floyd,Floyd,34.2632,-85.2143
GA020,Bartow,Bartow,34.2379,-84.8405
GA021,Cherokee,Cherokee,34.2439,-84.4764
GA022,Forsyth,Forsyth,34.2255,-84.1253
GA023,Hall,Hall,34.3168,-83.8197
GA024,Banks,Banks,34.3541,-83.4974
GA025,Jackson,Jackson,34.1339,-83.5663
GA026,Franklin,Franklin,34.3755,-83.2292
GA027,Madison,Madison,34.1279,-83.209
GA028,Hart,Hart,34.3511,-82.964
GA029,Elbert,Elbert,34.1169,-82.8403
GA030,Polk,Polk,34.0018,-85.1882
GA031,Paulding,Paulding,33.9202,-84.8672
GA032,Cobb,Cobb,33.9415,-84.5767
GA033,North Fulton,Fulton,33.935,-84.3557
GA034,Gwinnett,Gwinnett,33.9617,-84.0235
GA035,Barrow,Barrow,33.9932,-83.7127
GA036,Clarke,Clarke,33.9513,-83.3674
GA037,Oconee,Oconee,33.8349,-83.437
GA038,Oglethorpe,Oglethorpe,33.8807,-83.0806
GA039,Wilkes,Wilkes,33.782,-82.7432
GA040,Lincoln,Lincoln,33.7936,-82.4512
GA041,Haralson,Haralson,33.7942,-85.211
GA042,Carroll,Carroll,33.5828,-85.0797
GA043,Douglas,Douglas,33.7015,-84.7677
GA044,South Fulton,Fulton,33.6085,-84.6065
GA045,De Kalb,DeKalb,33.7715,-84.2263
GA046,Rockdale,Rockdale,33.6545,-84.0267
GA047,Walton,Walton,33.7816,-83.7338
GA048,Newton,Newton,33.5551,-83.8503
GA049,Morgan,Morgan,33.5908,-83.4924
GA050,Greene,Greene,33.5789,-83.1667
GA051,Taliaferro,Taliaferro,33.5662,-82.8787
GA052,Heard,Heard,33.297,-85.1283
GA053,Coweta,Coweta,33.3535,-84.7633
GA054,Fayette,Fayette,33.414,-84.4941
GA055,Clayton,Clayton,33.5419,-84.3577
GA056,Spalding,Spalding,33.2609,-84.2841
GA057,Henry,Henry,33.4534,-84.1554
GA058,Butts,Butts,33.2891,-83.9572
GA059,Jasper,Jasper,33.3164,-83.6881
GA060,Putnam,Putnam,33.3218,-83.3728
GA061,Hancock,Hancock,33.2703,-83.001
GA062,Warren,Warren,33.4089,-82.6767
GA063,McDuffie,McDuffie,33.4829,-82.4814
GA064,Columbia,Columbia,33.5442,-82.264
GA065,Richmond,Richmond,33.3596,-82.0735
GA066,Troup,Troup,33.0335,-85.0283
GA067,Meriwether,Meriwether,33.0406,-84.6883
GA068,Pike,Pike,33.0922,-84.3892
GA069,Upson,Upson,32.8813,-84.2993
GA070,Lamar,Lamar,33.0765,-84.1394
GA071,Monroe,Monroe,33.0141,-83.9187
GA072,Jones,Jones,33.0251,-83.5605
GA073,Baldwin,Baldwin,33.069,-83.2499
GA074,Washington,Washington,32.9695,-82.7959
GA075,Glascock,Glascock,33.2293,-82.6107
GA076,Jefferson,Jefferson,33.0549,-82.4181
GA077,Burke,Burke,33.0612,-82.0008
GA078,Harris,Harris,32.736,-84.909
GA079,Talbot,Talbot,32.6995,-84.533
GA080,Taylor,Taylor,32.5556,-84.2504
GA081,Crawford,Crawford,32.7145,-83.9864
GA082,Bibb,Bibb,32.8067,-83.6979
GA083,Twiggs,Twiggs,32.6672,-83.4272
GA084,Wilkinson,Wilkinson,32.8024,-83.1713
GA085,Johnson,Johnson,32.7015,-82.6601
GA086,Emanuel,Emanuel,32.5898,-82.3018
GA087,Jenkins,Jenkins,32.7925,-81.9636
GA088,Screven,Screven,32.7507,-81.6119
GA089,Muscogee,Muscogee,32.51,-84.877
GA090,Chattahoochee,Chattahoochee,32.347,-84.787
GA091,Marion,Marion,32.3534,-84.5246
GA092,Schley,Schley,32.262,-84.3149
GA093,Macon,Macon,32.3584,-84.0425
GA094,Peach,Peach,32.5688,-83.8269
GA095,Houston,Houston,32.459,-83.6662
GA096,Bleckley,Bleckley,32.4344,-83.3279
GA097,Laurens,Laurens,32.4637,-82.9222
GA098,Treutlen,Treutlen,32.4039,-82.5673
GA099,Candler,Candler,32.4035,-82.0737
GA100,Bulloch,Bulloch,32.3969,-81.7432
GA101,Effingham,Effingham,32.3675,-81.3407
GA102,Stewart,Stewart,32.0785,-84.8352
GA103,Webster,Webster,32.0466,-84.551
GA104,Sumter,Sumter,32.04,-84.1971
GA105,Dooly,Dooly,32.1572,-83.7987
GA106,Crisp,Crisp,31.923,-83.7681
GA107,Pulaski,Pulaski,32.2328,-83.4764
GA108,Wilcox,Wilcox,31.9733,-83.4322
GA109,Dodge,Dodge,32.1722,-83.1684
GA110,Telfair,Telfair,31.9298,-82.9389
GA111,Wheeler,Wheeler,32.1171,-82.7246
GA112,Montgomery,Montgomery,32.1746,-82.5338
GA113,Toombs,Toombs,32.1206,-82.3306
GA114,Tattnall,Tattnall,32.0458,-82.0582
GA115,Evans,Evans,32.1568,-81.8869
GA116,Inland Bryan,Bryan,32.0404,-81.475
GA117,Coastal Bryan,Bryan,31.8127,-81.2002
GA118,Inland Chatham,Chatham,32.0772,-81.2278
GA119,Coastal Chatham,Chatham,31.9182,-81.0342
GA120,Quitman,Quitman,31.8674,-85.0188
GA121,Clay,Clay,31.6264,-84.9803
GA122,Randolph,Randolph,31.7626,-84.7542
GA123,Calhoun,Calhoun,31.5292,-84.6249
GA124,Terrell,Terrell,31.7768,-84.4368
GA125,Dougherty,Dougherty,31.5333,-84.2164
GA126,Lee,Lee,31.7796,-84.141
GA127,Worth,Worth,31.5515,-83.851
GA128,Turner,Turner,31.7163,-83.6242
GA129,Tift,Tift,31.4575,-83.5266
GA130,Ben Hill,Ben Hill,31.7598,-83.2205
GA131,Irwin,Irwin,31.6023,-83.2764
GA132,Coffee,Coffee,31.5492,-82.8493
GA133,Jeff Davis,Jeff Davis,31.8056,-82.637
GA134,Bacon,Bacon,31.5537,-82.4527
GA135,Appling,Appling,31.7493,-82.289
GA136,Wayne,Wayne,31.5515,-81.9168
GA137,Long,Long,31.7528,-81.746
GA138,Inland Liberty,Liberty,31.8508,-81.5352
GA139,Coastal Liberty,Liberty,31.6716,-81.2012
GA140,Inland McIntosh,McIntosh,31.5278,-81.4877
GA141,Coastal McIntosh,McIntosh,31.4585,-81.3001
GA142,Early,Early,31.3229,-84.9037
GA143,Miller,Miller,31.164,-84.7307
GA144,Baker,Baker,31.3262,-84.4447
GA145,Mitchell,Mitchell,31.2254,-84.1942
GA146,Colquitt,Colquitt,31.1884,-83.7688
GA147,Cook,Cook,31.154,-83.4305
GA148,Berrien,Berrien,31.2761,-83.2297
GA149,Atkinson,Atkinson,31.2971,-82.88
GA150,Ware,Ware,31.0535,-82.4238
GA151,Pierce,Pierce,31.3589,-82.2133
GA152,Brantley,Brantley,31.197,-81.9819
GA153,Inland Glynn,Glynn,31.2698,-81.639
GA154,Coastal Glynn,Glynn,31.1999,-81.4405
GA155,Seminole,Seminole,30.9481,-84.8681
GA156,Decatur,Decatur,30.8815,-84.572
GA157,Grady,Grady,30.8747,-84.2344
GA158,Thomas,Thomas,30.8637,-83.9194
GA159,Brooks,Brooks,30.842,-83.5803
GA160,Lowndes,Lowndes,30.8339,-83.2677
GA161,Lanier,Lanier,31.038,-83.0626
GA162,Echols,Echols,30.7101,-82.8939
GA163,Clinch,Clinch,30.9151,-82.7063
GA164,Charlton,Charlton,30.7818,-82.138
GA165,Inland Camden,Camden,30.9642,-81.7688
GA166,Coastal Camden,Camden,30.8884,-81.5544
GU001,Guam,Guam,13.4419,144.7749
GU002,Rota,Rota,14.1558,145.2126
GU003,Tinian,Tinian,15.0014,145.6241
GU004,Saipan,Saipan,15.1889,145.7523
GU005,Agrihan,Northern Islands,17.9725,145.6922
HI001,Niihau,Kauai,21.897,-160.157
HI002,Kauai Windward,Kauai,22.0635,-159.4303
HI003,Kauai Leeward,Kauai,22.0137,-159.6679
HI004,Kauai Mountains,Kauai,22.0964,-159.5427
HI005,Oahu South Shore,Honolulu,21.3343,-157.9505
HI006,Waianae Coast,Honolulu,21.4654,-158.1814
HI007,Oahu North Shore,Honolulu,21.5795,-158.1223
HI008,Oahu Koolau,Honolulu,21.4957,-157.9036
HI009,Olomana,Honolulu,21.3809,-157.7459
HI010,Central Oahu,Honolulu,21.4843,-158.027
HI011,Waianae Mountains,Honolulu,21.4683,-158.1327
HI012,Molokai Windward,Maui,21.1338,-156.8445
HI013,Molokai Leeward,Maui,21.1376,-157.1051
HI014,Lanai Makai,Maui,20.8504,-156.9394
HI015,Lanai Mauka,Maui,20.8177,-156.9138
HI016,Kahoolawe,Maui,20.5503,-156.6118
HI017,Maui Windward West,Maui,20.9195,-156.5762
HI018,Maui Leeward West,Maui,20.8913,-156.6446
HI019,Maui Central Valley,Maui,20.845,-156.44
HI020,Windward Haleakala,Maui,20.8017,-156.175
HI021,Leeward Haleakala,Maui,20.6916,-156.3388
HI022,Haleakala Summit,Maui,20.7185,-156.2266
HI023,Kona,Hawaii,19.5371,-155.8769
HI024,South Big Island,Hawaii,19.2106,-155.477
HI025,Big Island North and East,Hawaii,19.7729,-155.291
HI026,Kohala,Hawaii,19.9531,-155.7657
HI027,Big Island Interior,Hawaii,19.5883,-155.5801
HI028,Big Island Summit,Hawaii,19.5513,-155.5591
IA001,Lyon,Lyon,43.3805,-96.2103
IA002,Osceola,Osceola,43.3785,-95.6238
IA003,Dickinson,Dickinson,43.3779,-95.151
IA004,Emmet,Emmet,43.3779,-94.6784
IA005,Kossuth,Kossuth,43.2042,-94.2067
IA006,Winnebago,Winnebago,43.3775,-93.7342
IA007,Worth,Worth,43.3774,-93.2609
IA008,Mitchell,Mitchell,43.3564,-92.7891
IA009,Howard,Howard,43.3568,-92.3172
IA010,Winneshiek,Winneshiek,43.2906,-91.8437
IA011,Allamakee,Allamakee,43.2843,-91.3781
IA012,Sioux,Sioux,43.0826,-96.1779
IA013,O'Brien,O'Brien,43.0838,-95.625
IA014,Clay,Clay,43.0826,-95.151
IA015,Palo Alto,Palo Alto,43.082,-94.6782
IA016,Hancock,Hancock,43.0818,-93.7343
IA017,Cerro Gordo,Cerro Gordo,43.0816,-93.2608
IA018,Floyd,Floyd,43.06,-92.789
IA019,Chickasaw,Chickasaw,43.0601,-92.3176
IA020,Plymouth,Plymouth,42.7378,-96.2142
IA021,Cherokee,Cherokee,42.7357,-95.6239
IA022,Buena Vista,Buena Vista,42.7355,-95.1513
IA023,Pocahontas,Pocahontas,42.7341,-94.6789
IA024,Humboldt,Humboldt,42.7764,-94.2073
IA025,Wright,Wright,42.7331,-93.7352
IA026,Franklin,Franklin,42.7325,-93.2624
IA027,Butler,Butler,42.7316,-92.7902
IA028,Bremer,Bremer,42.7747,-92.3182
IA029,Fayette,Fayette,42.8625,-91.8443
IA030,Clayton,Clayton,42.8447,-91.3414
IA031,Woodbury,Woodbury,42.3897,-96.0449
IA032,Ida,Ida,42.3868,-95.5136
IA033,Sac,Sac,42.3862,-95.1055
IA034,Calhoun,Calhoun,42.3852,-94.6405
IA035,Webster,Webster,42.4278,-94.1818
IA036,Hamilton,Hamilton,42.3837,-93.7068
IA037,Hardin,Hardin,42.3838,-93.2404
IA038,Grundy,Grundy,42.4019,-92.791
IA039,Black Hawk,Black Hawk,42.4701,-92.3085
IA040,Buchanan,Buchanan,42.4707,-91.8379
IA041,Delaware,Delaware,42.4711,-91.3673
IA042,Dubuque,Dubuque,42.4688,-90.8824
IA043,Monona,Monona,42.0516,-95.96
IA044,Crawford,Crawford,42.0372,-95.3821
IA045,Carroll,Carroll,42.0362,-94.8607
IA046,Greene,Greene,42.0362,-94.3969
IA047,Boone,Boone,42.0366,-93.9318
IA048,Story,Story,42.0362,-93.4651
IA049,Marshall,Marshall,42.0358,-92.9988
IA050,Tama,Tama,42.0798,-92.5326
IA051,Benton,Benton,42.0801,-92.0657
IA052,Linn,Linn,42.0789,-91.5989
IA053,Jones,Jones,42.1212,-91.1314
IA054,Jackson,Jackson,42.1717,-90.5742
IA055,Harrison,Harrison,41.6829,-95.8167
IA056,Shelby,Shelby,41.6851,-95.3103
IA057,Audubon,Audubon,41.6846,-94.9058
IA058,Guthrie,Guthrie,41.6838,-94.501
IA059,Dallas,Dallas,41.6849,-94.0398
IA060,Polk,Polk,41.6855,-93.5734
IA061,Jasper,Jasper,41.686,-93.0537
IA062,Poweshiek,Poweshiek,41.6864,-92.5314
IA063,Iowa,Iowa,41.6863,-92.0656
IA064,Johnson,Johnson,41.6715,-91.5881
IA065,Cedar,Cedar,41.7723,-91.1324
IA066,Clinton,Clinton,41.898,-90.532
IA067,Muscatine,Muscatine,41.4839,-91.1127
IA068,Scott,Scott,41.6371,-90.6232
IA069,Pottawattamie,Pottawattamie,41.3364,-95.5423
IA070,Cass,Cass,41.3315,-94.9278
IA071,Adair,Adair,41.3307,-94.471
IA072,Madison,Madison,41.3307,-94.0155
IA073,Warren,Warren,41.3343,-93.5614
IA074,Marion,Marion,41.3344,-93.0995
IA075,Mahaska,Mahaska,41.3351,-92.6409
IA076,Keokuk,Keokuk,41.3364,-92.1787
IA077,Washington,Washington,41.3356,-91.7179
IA078,Louisa,Louisa,41.2185,-91.2597
IA079,Mills,Mills,41.0332,-95.6214
IA080,Montgomery,Montgomery,41.0301,-95.1563
IA081,Adams,Adams,41.029,-94.6992
IA082,Union,Union,41.0277,-94.2424
IA083,Clarke,Clarke,41.029,-93.7851
IA084,Lucas,Lucas,41.0293,-93.3277
IA085,Monroe,Monroe,41.0297,-92.869
IA086,Wapello,Wapello,41.0306,-92.4095
IA087,Jefferson,Jefferson,41.0318,-91.9489
IA088,Henry,Henry,40.9879,-91.5446
IA089,Des Moines,Des Moines,40.9232,-91.1815
IA090,Fremont,Fremont,40.7456,-95.6047
IA091,Page,Page,40.7391,-95.1502
IA092,Taylor,Taylor,40.7374,-94.6965
IA093,Ringgold,Ringgold,40.7352,-94.244
IA094,Decatur,Decatur,40.7377,-93.7863
IA095,Wayne,Wayne,40.7395,-93.3274
IA096,Appanoose,Appanoose,40.7432,-92.8687
IA097,Davis,Davis,40.7477,-92.4097
IA098,Van Buren,Van Buren,40.7532,-91.95
IA099,Lee,Lee,40.642,-91.4792
ID001,Northern Panhandle,Kootenai,48.4447,-116.5661
ID002,Coeur d'Alene Area,Kootenai,47.6003,-116.8182
ID003,Idaho Palouse,Latah,46.9308,-116.8785
ID004,Central Panhandle Mountains,Shoshone,47.3003,-116.1291
ID005,Northern Clearwater Mountains,Clearwater,46.7138,-115.5769
ID006,Southern Clearwater Mountains,Idaho,45.8352,-115.2666
ID007,Orofino/Grangeville Region,Idaho,46.2094,-116.0712
ID008,Lower Hells Canyon/Salmon River Region,Idaho,45.6641,-116.4493
ID009,Western Lemhi County,Lemhi,45.1209,-114.3901
ID010,Eastern Lemhi County,Lemhi,44.8081,-113.5852
ID011,West Central Mountains,Washington,44.7716,-115.8966
ID012,Lower Treasure Valley,Washington,43.7962,-116.692
ID013,Boise Mountains,Elmore,43.7521,-115.4718
ID014,Upper Treasure Valley,Owyhee,43.1035,-115.8643
ID015,Southwest Highlands,Owyhee,42.3439,-116.0477
ID016,Western Magic Valley,Twin Falls,42.7508,-114.5943
ID017,Eastern Magic Valley,Minidoka,42.9647,-113.7731
ID018,Sawtooth Mountains,Custer,44.2282,-114.5741
ID019,Upper Snake Highlands,Teton,44.1785,-111.8194
ID020,Upper Snake River Plain,Madison,43.6096,-112.4773
ID021,Lower Snake River Plain,Power,43.0084,-112.6689
ID022,South Central Highlands,Power,42.2838,-113.1402
ID023,Caribou Highlands,Caribou,42.9258,-111.6505
ID024,Cache Valley/Idaho Portion,Franklin,42.1271,-111.942
ID025,Wasatch Mountains/Idaho Portion,Franklin,42.2698,-111.426
ID026,Lewiston Area,Nez Perce,46.4507,-116.7031
ID027,Lewis and Southern Nez Perce Counties,Nez Perce,46.1926,-116.5889
ID028,Camas Prairie,Elmore,43.301,-114.8183
ID029,Owyhee Mountains,Owyhee,42.9537,-116.7748
ID030,Southern Twin  Falls County,Twin Falls,42.2255,-114.6784
ID031,Big and Little Wood River Region,Blaine,43.5946,-114.2949
ID032,Lost River/Pashimeroi,Custer,44.1129,-113.6143
ID033,Upper Weiser River,Washington,44.476,-116.5799
IL001,Jo Daviess,Jo Daviess,42.3657,-90.2123
IL002,Stephenson,Stephenson,42.3517,-89.6625
IL003,Winnebago,Winnebago,42.3363,-89.1609
IL004,Boone,Boone,42.3231,-88.8234
IL005,McHenry,McHenry,42.3244,-88.4524
IL006,Lake,Lake,42.3231,-88.0036
IL007,Carroll,Carroll,42.0688,-89.9345
IL008,Ogle,Ogle,42.0427,-89.3207
IL009,Whiteside,Whiteside,41.7563,-89.9141
IL010,Lee,Lee,41.7461,-89.3005
IL011,De Kalb,De Kalb,41.8934,-88.7704
IL012,Kane,Kane,41.939,-88.4287
IL013,DuPage,DuPage,41.852,-88.0857
IL014,Cook,Cook,41.8399,-87.8167
IL015,Rock Island,Rock Island,41.4674,-90.5674
IL016,Henry,Henry,41.3531,-90.1314
IL017,Bureau,Bureau,41.4041,-89.5287
IL018,Putnam,Putnam,41.2045,-89.2858
IL019,La Salle,La Salle,41.3439,-88.8859
IL020,Kendall,Kendall,41.5906,-88.4289
IL021,Grundy,Grundy,41.2849,-88.4185
IL022,Will,Will,41.445,-87.9787
IL023,Kankakee,Kankakee,41.1377,-87.8618
IL024,Mercer,Mercer,41.2053,-90.7414
IL025,Henderson,Henderson,40.8181,-90.9251
IL026,Warren,Warren,40.8488,-90.615
IL027,Knox,Knox,40.9318,-90.2133
IL028,Stark,Stark,41.0934,-89.7975
IL029,Peoria,Peoria,40.7881,-89.76
IL030,Marshall,Marshall,41.0332,-89.3448
IL031,Woodford,Woodford,40.7882,-89.2111
IL032,Livingston,Livingston,40.8914,-88.5578
IL033,Iroquois,Iroquois,40.7474,-87.8243
IL034,Hancock,Hancock,40.4037,-91.1647
IL035,McDonough,McDonough,40.4562,-90.678
IL036,Fulton,Fulton,40.4728,-90.2075
IL037,Tazewell,Tazewell,40.5075,-89.5135
IL038,McLean,McLean,40.4908,-88.8473
IL039,Ford,Ford,40.5972,-88.2233
IL040,Schuyler,Schuyler,40.158,-90.6151
IL041,Mason,Mason,40.2397,-89.9168
IL042,Logan,Logan,40.1245,-89.3676
IL043,De Witt,De Witt,40.1746,-88.9041
IL044,Piatt,Piatt,40.0104,-88.5911
IL045,Champaign,Champaign,40.1401,-88.1991
IL046,Vermilion,Vermilion,40.1836,-87.7329
IL047,Cass,Cass,39.9736,-90.2474
IL048,Menard,Menard,40.0274,-89.8022
IL049,Scott,Scott,39.6442,-90.4747
IL050,Morgan,Morgan,39.7156,-90.2015
IL051,Sangamon,Sangamon,39.7582,-89.6589
IL052,Christian,Christian,39.5458,-89.2773
IL053,Macon,Macon,39.8599,-88.9617
IL054,Moultrie,Moultrie,39.6414,-88.6194
IL055,Douglas,Douglas,39.7695,-88.2174
IL056,Coles,Coles,39.5202,-88.2218
IL057,Edgar,Edgar,39.6786,-87.7456
IL058,Greene,Greene,39.3562,-90.3905
IL059,Macoupin,Macoupin,39.261,-89.9244
IL060,Montgomery,Montgomery,39.231,-89.4789
IL061,Shelby,Shelby,39.3911,-88.8055
IL062,Cumberland,Cumberland,39.2732,-88.2402
IL063,Clark,Clark,39.3335,-87.7878
IL064,Bond,Bond,38.8868,-89.4356
